Plot Title: EC_01,,,,,,,,,
#,"Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20636125, SEN S/N: 20636125)",fullrange,"Temp, °C (LGR S/N: 20636125, SEN S/N: 20636125)",Coupler Detached (LGR S/N: 20636125),Coupler Attached (LGR S/N: 20636125),Host Connected (LGR S/N: 20636125),Stopped (LGR S/N: 20636125),End Of File (LGR S/N: 20636125)
93,11/30/2022 13:30,16.9,,13.04,,,,,
94,11/30/2022 13:45,17.4,,13.05,,,,,
95,11/30/2022 14:00,17.4,,13.05,,,,,
96,11/30/2022 14:15,17.3,,13.02,,,,,
97,11/30/2022 14:30,17.4,,12.96,,,,,
98,11/30/2022 14:45,17.4,,12.89,,,,,
99,11/30/2022 15:00,17.5,,12.84,,,,,
100,11/30/2022 15:15,17.6,,12.77,,,,,
101,11/30/2022 15:30,17.9,,12.68,,,,,
102,11/30/2022 15:45,17.9,,12.59,,,,,
103,11/30/2022 16:00,17.8,,12.49,,,,,
104,11/30/2022 16:15,17.9,,12.39,,,,,
105,11/30/2022 16:30,17.6,,12.24,,,,,
106,11/30/2022 16:45,17.4,,12.14,,,,,
107,11/30/2022 17:00,17.4,,12.06,,,,,
108,11/30/2022 17:15,17.4,,11.97,,,,,
109,11/30/2022 17:30,17.4,,11.89,,,,,
110,11/30/2022 17:45,17.5,,11.79,,,,,
111,11/30/2022 18:00,17.8,,11.71,,,,,
112,11/30/2022 18:15,17.7,,11.59,,,,,
113,11/30/2022 18:30,17.8,,11.5,,,,,
114,11/30/2022 18:45,17.7,,11.4,,,,,
115,11/30/2022 19:00,17.7,,11.37,,,,,
116,11/30/2022 19:15,17.7,,11.34,,,,,
117,11/30/2022 19:30,17.6,,11.3,,,,,
118,11/30/2022 19:45,17.7,,11.28,,,,,
119,11/30/2022 20:00,17.6,,11.22,,,,,
120,11/30/2022 20:15,17.5,,11.16,,,,,
121,11/30/2022 20:30,17.5,,11.09,,,,,
122,11/30/2022 20:45,17.8,,11.05,,,,,
123,11/30/2022 21:00,17.8,,11.02,,,,,
124,11/30/2022 21:15,17.7,,11,,,,,
125,11/30/2022 21:30,18.7,,11,,,,,
126,11/30/2022 21:45,18.1,,10.99,,,,,
127,11/30/2022 22:00,18.1,,10.95,,,,,
128,11/30/2022 22:15,18.1,,10.96,,,,,
129,11/30/2022 22:30,17.8,,10.93,,,,,
130,11/30/2022 22:45,17.7,,10.91,,,,,
131,11/30/2022 23:00,17.5,,10.88,,,,,
132,11/30/2022 23:15,17.5,,10.85,,,,,
133,11/30/2022 23:30,17.4,,10.84,,,,,
134,11/30/2022 23:45,17.4,,10.81,,,,,
135,12/1/2022 0:00,17.3,,10.77,,,,,
136,12/1/2022 0:15,17.4,,10.75,,,,,
137,12/1/2022 0:30,17.3,,10.71,,,,,
138,12/1/2022 0:45,17.1,,10.65,,,,,
139,12/1/2022 1:00,17.2,,10.61,,,,,
140,12/1/2022 1:15,17.3,,10.56,,,,,
141,12/1/2022 1:30,17.3,,10.52,,,,,
142,12/1/2022 1:45,17.1,,10.47,,,,,
143,12/1/2022 2:00,17,,10.42,,,,,
144,12/1/2022 2:15,17.1,,10.36,,,,,
145,12/1/2022 2:30,17.2,,10.34,,,,,
146,12/1/2022 2:45,17,,10.3,,,,,
147,12/1/2022 3:00,17.6,,10.26,,,,,
148,12/1/2022 3:15,17.5,,10.2,,,,,
149,12/1/2022 3:30,17.7,,10.16,,,,,
150,12/1/2022 3:45,17.5,,10.15,,,,,
151,12/1/2022 4:00,17.4,,10.12,,,,,
152,12/1/2022 4:15,17.1,,10.1,,,,,
153,12/1/2022 4:30,17.2,,10.1,,,,,
154,12/1/2022 4:45,17.2,,10.06,,,,,
155,12/1/2022 5:00,17.2,,10,,,,,
156,12/1/2022 5:15,17.3,,9.95,,,,,
157,12/1/2022 5:30,16.4,,9.91,,,,,
158,12/1/2022 5:45,16.2,,9.86,,,,,
159,12/1/2022 6:00,16.2,,9.82,,,,,
160,12/1/2022 6:15,16.2,,9.79,,,,,
161,12/1/2022 6:30,16.1,,9.75,,,,,
162,12/1/2022 6:45,16.1,,9.73,,,,,
163,12/1/2022 7:00,16.1,,9.7,,,,,
164,12/1/2022 7:15,16.2,,9.73,,,,,
165,12/1/2022 7:30,16.1,,9.78,,,,,
166,12/1/2022 7:45,16.3,,9.9,,,,,
167,12/1/2022 8:00,16.3,,10.08,,,,,
168,12/1/2022 8:15,16.5,,10.3,,,,,
169,12/1/2022 8:30,16.5,,10.51,,,,,
170,12/1/2022 8:45,16.6,,10.72,,,,,
171,12/1/2022 9:00,16.7,,10.97,,,,,
172,12/1/2022 9:15,16.8,,11.21,,,,,
173,12/1/2022 9:30,16.9,,11.42,,,,,
174,12/1/2022 9:45,17,,11.65,,,,,
175,12/1/2022 10:00,17.1,,11.82,,,,,
176,12/1/2022 10:15,17.1,,11.95,,,,,
177,12/1/2022 10:30,17.2,,12.08,,,,,
178,12/1/2022 10:45,17.2,,12.18,,,,,
179,12/1/2022 11:00,17.2,,12.26,,,,,
180,12/1/2022 11:15,17.2,,12.32,,,,,
181,12/1/2022 11:30,17.3,,12.38,,,,,
182,12/1/2022 11:45,17.2,,12.44,,,,,
183,12/1/2022 12:00,17.2,,12.48,,,,,
184,12/1/2022 12:15,17.3,,12.49,,,,,
185,12/1/2022 12:30,17.3,,12.49,,,,,
186,12/1/2022 12:45,17.3,,12.48,,,,,
187,12/1/2022 13:00,17.3,,12.47,,,,,
188,12/1/2022 13:15,17.2,,12.47,,,,,
189,12/1/2022 13:30,17.4,,12.48,,,,,
190,12/1/2022 13:45,17.4,,12.51,,,,,
191,12/1/2022 14:00,17.4,,12.52,,,,,
192,12/1/2022 14:15,17.4,,12.52,,,,,
193,12/1/2022 14:30,17.4,,12.52,,,,,
194,12/1/2022 14:45,17.3,,12.53,,,,,
195,12/1/2022 15:00,17.4,,12.52,,,,,
196,12/1/2022 15:15,17.4,,12.51,,,,,
197,12/1/2022 15:30,17.4,,12.47,,,,,
198,12/1/2022 15:45,17.4,,12.43,,,,,
199,12/1/2022 16:00,17.4,,12.4,,,,,
200,12/1/2022 16:15,17.4,,12.38,,,,,
201,12/1/2022 16:30,17.4,,12.31,,,,,
202,12/1/2022 16:45,17.4,,12.24,,,,,
203,12/1/2022 17:00,17.3,,12.14,,,,,
204,12/1/2022 17:15,17.4,,12.06,,,,,
205,12/1/2022 17:30,17.4,,11.91,,,,,
206,12/1/2022 17:45,17.5,,11.82,,,,,
207,12/1/2022 18:00,18.5,,11.7,,,,,
208,12/1/2022 18:15,17.9,,11.66,,,,,
209,12/1/2022 18:30,17.7,,11.57,,,,,
210,12/1/2022 18:45,17.7,,11.51,,,,,
211,12/1/2022 19:00,17.8,,11.45,,,,,
212,12/1/2022 19:15,17.9,,11.41,,,,,
213,12/1/2022 19:30,17.9,,11.37,,,,,
214,12/1/2022 19:45,18,,11.3,,,,,
215,12/1/2022 20:00,17.9,,11.28,,,,,
216,12/1/2022 20:15,17.9,,11.24,,,,,
217,12/1/2022 20:30,17.7,,11.18,,,,,
218,12/1/2022 20:45,17.8,,11.16,,,,,
219,12/1/2022 21:00,17.8,,11.13,,,,,
220,12/1/2022 21:15,17.8,,11.12,,,,,
221,12/1/2022 21:30,17.8,,11.08,,,,,
222,12/1/2022 21:45,17.8,,11.04,,,,,
223,12/1/2022 22:00,17.9,,11,,,,,
224,12/1/2022 22:15,18,,10.99,,,,,
225,12/1/2022 22:30,17.9,,10.96,,,,,
226,12/1/2022 22:45,17.8,,10.95,,,,,
227,12/1/2022 23:00,17.8,,10.93,,,,,
228,12/1/2022 23:15,17.8,,10.92,,,,,
229,12/1/2022 23:30,17.8,,10.89,,,,,
230,12/1/2022 23:45,17.8,,10.87,,,,,
231,12/2/2022 0:00,17.8,,10.85,,,,,
232,12/2/2022 0:15,17.8,,10.83,,,,,
233,12/2/2022 0:30,17.8,,10.81,,,,,
234,12/2/2022 0:45,17.7,,10.8,,,,,
235,12/2/2022 1:00,17.8,,10.79,,,,,
236,12/2/2022 1:15,17.8,,10.76,,,,,
237,12/2/2022 1:30,17.8,,10.75,,,,,
238,12/2/2022 1:45,17.8,,10.73,,,,,
239,12/2/2022 2:00,17.8,,10.72,,,,,
240,12/2/2022 2:15,17.8,,10.73,,,,,
241,12/2/2022 2:30,17.8,,10.69,,,,,
242,12/2/2022 2:45,17.9,,10.68,,,,,
243,12/2/2022 3:00,17.9,,10.67,,,,,
244,12/2/2022 3:15,17.8,,10.65,,,,,
245,12/2/2022 3:30,17.9,,10.64,,,,,
246,12/2/2022 3:45,17.9,,10.63,,,,,
247,12/2/2022 4:00,18,,10.64,,,,,
248,12/2/2022 4:15,18,,10.61,,,,,
249,12/2/2022 4:30,18,,10.6,,,,,
250,12/2/2022 4:45,18,,10.59,,,,,
251,12/2/2022 5:00,18,,10.55,,,,,
252,12/2/2022 5:15,18,,10.52,,,,,
253,12/2/2022 5:30,18.2,,10.48,,,,,
254,12/2/2022 5:45,18.2,,10.48,,,,,
255,12/2/2022 6:00,18.2,,10.47,,,,,
256,12/2/2022 6:15,18.2,,10.43,,,,,
257,12/2/2022 6:30,18.2,,10.42,,,,,
258,12/2/2022 6:45,18.2,,10.42,,,,,
259,12/2/2022 7:00,18.3,,10.42,,,,,
260,12/2/2022 7:15,18.3,,10.43,,,,,
261,12/2/2022 7:30,18.3,,10.48,,,,,
262,12/2/2022 7:45,18.4,,10.6,,,,,
263,12/2/2022 8:00,19,,10.72,,,,,
264,12/2/2022 8:15,19,,10.91,,,,,
265,12/2/2022 8:30,18.7,,11.06,,,,,
266,12/2/2022 8:45,18.6,,11.28,,,,,
267,12/2/2022 9:00,18.8,,11.45,,,,,
268,12/2/2022 9:15,19,,11.61,,,,,
269,12/2/2022 9:30,19.7,,11.79,,,,,
270,12/2/2022 9:45,19.7,,11.94,,,,,
271,12/2/2022 10:00,20.2,,12.11,,,,,
272,12/2/2022 10:15,20.2,,12.22,,,,,
273,12/2/2022 10:30,20.4,,12.3,,,,,
274,12/2/2022 10:45,20.4,,12.34,,,,,
275,12/2/2022 11:00,20.2,,12.3,,,,,
276,12/2/2022 11:15,19.7,,12.23,,,,,
277,12/2/2022 11:30,19.7,,12.16,,,,,
278,12/2/2022 11:45,19.5,,12.12,,,,,
279,12/2/2022 12:00,19.4,,12.12,,,,,
280,12/2/2022 12:15,19.5,,12.12,,,,,
281,12/2/2022 12:30,19.9,,12.15,,,,,
282,12/2/2022 12:45,19.3,,12.14,,,,,
283,12/2/2022 13:00,19.2,,12.12,,,,,
284,12/2/2022 13:15,19.2,,12.1,,,,,
285,12/2/2022 13:30,19.4,,12.03,,,,,
286,12/2/2022 13:45,19.4,,11.97,,,,,
287,12/2/2022 14:00,19.3,,11.93,,,,,
288,12/2/2022 14:15,19.3,,11.86,,,,,
289,12/2/2022 14:30,19.2,,11.79,,,,,
290,12/2/2022 14:45,19,,11.74,,,,,
291,12/2/2022 15:00,19.3,,11.69,,,,,
292,12/2/2022 15:15,19.1,,11.62,,,,,
293,12/2/2022 15:30,19,,11.57,,,,,
294,12/2/2022 15:45,19,,11.53,,,,,
295,12/2/2022 16:00,19,,11.5,,,,,
296,12/2/2022 16:15,19,,11.5,,,,,
297,12/2/2022 16:30,18.9,,11.5,,,,,
298,12/2/2022 16:45,18.8,,11.5,,,,,
299,12/2/2022 17:00,18.8,,11.5,,,,,
300,12/2/2022 17:15,18.7,,11.48,,,,,
301,12/2/2022 17:30,18.7,,11.48,,,,,
302,12/2/2022 17:45,18.7,,11.45,,,,,
303,12/2/2022 18:00,18.7,,11.41,,,,,
304,12/2/2022 18:15,18.6,,11.38,,,,,
305,12/2/2022 18:30,18.7,,11.32,,,,,
306,12/2/2022 18:45,18.7,,11.26,,,,,
307,12/2/2022 19:00,18.7,,11.22,,,,,
308,12/2/2022 19:15,18.9,,11.18,,,,,
309,12/2/2022 19:30,18.9,,11.14,,,,,
310,12/2/2022 19:45,18.9,,11.09,,,,,
311,12/2/2022 20:00,19.1,,11.05,,,,,
312,12/2/2022 20:15,19.2,,11.01,,,,,
313,12/2/2022 20:30,19.1,,11,,,,,
314,12/2/2022 20:45,19.3,,11,,,,,
315,12/2/2022 21:00,19.3,,11,,,,,
316,12/2/2022 21:15,19.3,,10.97,,,,,
317,12/2/2022 21:30,19.5,,10.96,,,,,
318,12/2/2022 21:45,20.3,,10.95,,,,,
319,12/2/2022 22:00,19.9,,10.93,,,,,
320,12/2/2022 22:15,20.1,,10.91,,,,,
321,12/2/2022 22:30,20.1,,10.88,,,,,
322,12/2/2022 22:45,20.2,,10.84,,,,,
323,12/2/2022 23:00,19.8,,10.83,,,,,
324,12/2/2022 23:15,19.5,,10.83,,,,,
325,12/2/2022 23:30,19.5,,10.8,,,,,
326,12/2/2022 23:45,19.4,,10.73,,,,,
327,12/3/2022 0:00,19.3,,10.68,,,,,
328,12/3/2022 0:15,19.3,,10.63,,,,,
329,12/3/2022 0:30,19.3,,10.63,,,,,
330,12/3/2022 0:45,19.4,,10.61,,,,,
331,12/3/2022 1:00,19.3,,10.55,,,,,
332,12/3/2022 1:15,19.3,,10.51,,,,,
333,12/3/2022 1:30,19.3,,10.51,,,,,
334,12/3/2022 1:45,19.2,,10.49,,,,,
335,12/3/2022 2:00,19.1,,10.46,,,,,
336,12/3/2022 2:15,19,,10.44,,,,,
337,12/3/2022 2:30,18.9,,10.43,,,,,
338,12/3/2022 2:45,18.9,,10.43,,,,,
339,12/3/2022 3:00,18.9,,10.38,,,,,
340,12/3/2022 3:15,19,,10.35,,,,,
341,12/3/2022 3:30,19.1,,10.32,,,,,
342,12/3/2022 3:45,19.1,,10.32,,,,,
343,12/3/2022 4:00,18.9,,10.34,,,,,
344,12/3/2022 4:15,18.8,,10.35,,,,,
345,12/3/2022 4:30,18.9,,10.35,,,,,
346,12/3/2022 4:45,18.9,,10.35,,,,,
347,12/3/2022 5:00,19.7,,10.36,,,,,
348,12/3/2022 5:15,19.5,,10.36,,,,,
349,12/3/2022 5:30,19.2,,10.35,,,,,
350,12/3/2022 5:45,19.1,,10.36,,,,,
351,12/3/2022 6:00,19.3,,10.34,,,,,
352,12/3/2022 6:15,19.6,,10.34,,,,,
353,12/3/2022 6:30,19.5,,10.31,,,,,
354,12/3/2022 6:45,19.5,,10.31,,,,,
355,12/3/2022 7:00,19.4,,10.32,,,,,
356,12/3/2022 7:15,19.5,,10.36,,,,,
357,12/3/2022 7:30,19.3,,10.42,,,,,
358,12/3/2022 7:45,19.3,,10.52,,,,,
359,12/3/2022 8:00,19.3,,10.57,,,,,
360,12/3/2022 8:15,19.3,,10.63,,,,,
361,12/3/2022 8:30,19.3,,10.67,,,,,
362,12/3/2022 8:45,19.4,,10.68,,,,,
363,12/3/2022 9:00,19.5,,10.75,,,,,
364,12/3/2022 9:15,19.5,,10.77,,,,,
365,12/3/2022 9:30,19.5,,10.83,,,,,
366,12/3/2022 9:45,19.6,,10.91,,,,,
367,12/3/2022 10:00,19.7,,10.99,,,,,
368,12/3/2022 10:15,19.7,,11.06,,,,,
369,12/3/2022 10:30,19.7,,11.1,,,,,
370,12/3/2022 10:45,19.8,,11.13,,,,,
371,12/3/2022 11:00,19.8,,11.17,,,,,
372,12/3/2022 11:15,19.8,,11.2,,,,,
373,12/3/2022 11:30,19.9,,11.21,,,,,
374,12/3/2022 11:45,19.9,,11.21,,,,,
375,12/3/2022 12:00,19.9,,11.24,,,,,
376,12/3/2022 12:15,20,,11.29,,,,,
377,12/3/2022 12:30,19.9,,11.32,,,,,
378,12/3/2022 12:45,19.9,,11.37,,,,,
379,12/3/2022 13:00,20,,11.42,,,,,
380,12/3/2022 13:15,20.1,,11.45,,,,,
381,12/3/2022 13:30,20,,11.46,,,,,
382,12/3/2022 13:45,20,,11.46,,,,,
383,12/3/2022 14:00,20,,11.44,,,,,
384,12/3/2022 14:15,20.2,,11.4,,,,,
385,12/3/2022 14:30,20.2,,11.34,,,,,
386,12/3/2022 14:45,20.2,,11.3,,,,,
387,12/3/2022 15:00,20.2,,11.24,,,,,
388,12/3/2022 15:15,20,,11.17,,,,,
389,12/3/2022 15:30,19.9,,11.1,,,,,
390,12/3/2022 15:45,19.8,,11.05,,,,,
391,12/3/2022 16:00,19.6,,11,,,,,
392,12/3/2022 16:15,19.5,,10.96,,,,,
393,12/3/2022 16:30,19.5,,10.91,,,,,
394,12/3/2022 16:45,19.5,,10.87,,,,,
395,12/3/2022 17:00,19.5,,10.81,,,,,
396,12/3/2022 17:15,19.5,,10.8,,,,,
397,12/3/2022 17:30,19.5,,10.81,,,,,
398,12/3/2022 17:45,19.8,,10.8,,,,,
399,12/3/2022 18:00,20,,10.79,,,,,
400,12/3/2022 18:15,20.5,,10.77,,,,,
401,12/3/2022 18:30,20,,10.76,,,,,
402,12/3/2022 18:45,19.7,,10.69,,,,,
403,12/3/2022 19:00,19.5,,10.61,,,,,
404,12/3/2022 19:15,19.5,,10.57,,,,,
405,12/3/2022 19:30,19.5,,10.56,,,,,
406,12/3/2022 19:45,19.6,,10.57,,,,,
407,12/3/2022 20:00,19.4,,10.56,,,,,
408,12/3/2022 20:15,19.4,,10.55,,,,,
409,12/3/2022 20:30,19.4,,10.55,,,,,
410,12/3/2022 20:45,19.4,,10.53,,,,,
411,12/3/2022 21:00,19.4,,10.53,,,,,
412,12/3/2022 21:15,19.9,,10.55,,,,,
413,12/3/2022 21:30,20.1,,10.53,,,,,
414,12/3/2022 21:45,19.5,,10.49,,,,,
415,12/3/2022 22:00,19.5,,10.47,,,,,
416,12/3/2022 22:15,19.5,,10.46,,,,,
417,12/3/2022 22:30,19.8,,10.4,,,,,
418,12/3/2022 22:45,19.9,,10.4,,,,,
419,12/3/2022 23:00,19.8,,10.38,,,,,
420,12/3/2022 23:15,19.8,,10.35,,,,,
421,12/3/2022 23:30,19.6,,10.3,,,,,
422,12/3/2022 23:45,19.6,,10.24,,,,,
423,12/4/2022 0:00,19.7,,10.23,,,,,
424,12/4/2022 0:15,19.8,,10.23,,,,,
425,12/4/2022 0:30,19.7,,10.22,,,,,
426,12/4/2022 0:45,19.6,,10.2,,,,,
427,12/4/2022 1:00,19.6,,10.15,,,,,
428,12/4/2022 1:15,19.6,,10.12,,,,,
429,12/4/2022 1:30,19.8,,10.12,,,,,
430,12/4/2022 1:45,19.7,,10.12,,,,,
431,12/4/2022 2:00,19.8,,10.11,,,,,
432,12/4/2022 2:15,19.8,,10.11,,,,,
433,12/4/2022 2:30,19.8,,10.08,,,,,
434,12/4/2022 2:45,19.8,,10.06,,,,,
435,12/4/2022 3:00,19.7,,10.04,,,,,
436,12/4/2022 3:15,19.7,,10,,,,,
437,12/4/2022 3:30,19.7,,9.99,,,,,
438,12/4/2022 3:45,19.8,,9.97,,,,,
439,12/4/2022 4:00,19.8,,9.94,,,,,
440,12/4/2022 4:15,19.6,,9.91,,,,,
441,12/4/2022 4:30,19.6,,9.87,,,,,
442,12/4/2022 4:45,19.6,,9.85,,,,,
443,12/4/2022 5:00,19.6,,9.82,,,,,
444,12/4/2022 5:15,19.6,,9.77,,,,,
445,12/4/2022 5:30,19.6,,9.71,,,,,
446,12/4/2022 5:45,19.6,,9.69,,,,,
447,12/4/2022 6:00,19.6,,9.65,,,,,
448,12/4/2022 6:15,19.6,,9.61,,,,,
449,12/4/2022 6:30,19.6,,9.57,,,,,
450,12/4/2022 6:45,19.6,,9.54,,,,,
451,12/4/2022 7:00,19.7,,9.51,,,,,
452,12/4/2022 7:15,19.7,,9.53,,,,,
453,12/4/2022 7:30,19.9,,9.57,,,,,
454,12/4/2022 7:45,19.8,,9.73,,,,,
455,12/4/2022 8:00,19.6,,9.95,,,,,
456,12/4/2022 8:15,19.8,,10.2,,,,,
457,12/4/2022 8:30,20,,10.44,,,,,
458,12/4/2022 8:45,20,,10.64,,,,,
459,12/4/2022 9:00,20,,10.79,,,,,
460,12/4/2022 9:15,20.1,,10.95,,,,,
461,12/4/2022 9:30,20.1,,11.06,,,,,
462,12/4/2022 9:45,20.1,,11.17,,,,,
463,12/4/2022 10:00,20.2,,11.25,,,,,
464,12/4/2022 10:15,20.2,,11.33,,,,,
465,12/4/2022 10:30,20.3,,11.41,,,,,
466,12/4/2022 10:45,20.4,,11.48,,,,,
467,12/4/2022 11:00,20.4,,11.51,,,,,
468,12/4/2022 11:15,20.6,,11.54,,,,,
469,12/4/2022 11:30,20.7,,11.57,,,,,
470,12/4/2022 11:45,20.8,,11.54,,,,,
471,12/4/2022 12:00,20.9,,11.5,,,,,
472,12/4/2022 12:15,20.9,,11.46,,,,,
473,12/4/2022 12:30,21,,11.45,,,,,
474,12/4/2022 12:45,21.4,,11.42,,,,,
475,12/4/2022 13:00,21.2,,11.46,,,,,
476,12/4/2022 13:15,21.1,,11.49,,,,,
477,12/4/2022 13:30,21.1,,11.53,,,,,
478,12/4/2022 13:45,21,,11.58,,,,,
479,12/4/2022 14:00,20.9,,11.61,,,,,
480,12/4/2022 14:15,20.8,,11.62,,,,,
481,12/4/2022 14:30,20.8,,11.62,,,,,
482,12/4/2022 14:45,21,,11.61,,,,,
483,12/4/2022 15:00,21.4,,11.59,,,,,
484,12/4/2022 15:15,21.6,,11.57,,,,,
485,12/4/2022 15:30,21.6,,11.38,,,,,
486,12/4/2022 15:45,21.2,,11.2,,,,,
487,12/4/2022 16:00,21.2,,11.12,,,,,
488,12/4/2022 16:15,21.1,,11.09,,,,,
489,12/4/2022 16:30,21,,11.06,,,,,
490,12/4/2022 16:45,20.9,,11.05,,,,,
491,12/4/2022 17:00,20.8,,11.01,,,,,
492,12/4/2022 17:15,20.8,,10.99,,,,,
493,12/4/2022 17:30,20.6,,10.99,,,,,
494,12/4/2022 17:45,20.6,,10.97,,,,,
495,12/4/2022 18:00,20.7,,10.95,,,,,
496,12/4/2022 18:15,20.6,,10.89,,,,,
497,12/4/2022 18:30,20.6,,10.87,,,,,
498,12/4/2022 18:45,20.8,,10.81,,,,,
499,12/4/2022 19:00,21,,10.76,,,,,
500,12/4/2022 19:15,21,,10.73,,,,,
501,12/4/2022 19:30,20.8,,10.68,,,,,
502,12/4/2022 19:45,20.8,,10.64,,,,,
503,12/4/2022 20:00,20.7,,10.64,,,,,
504,12/4/2022 20:15,20.8,,10.61,,,,,
505,12/4/2022 20:30,20.7,,10.59,,,,,
506,12/4/2022 20:45,20.7,,10.56,,,,,
507,12/4/2022 21:00,20.6,,10.55,,,,,
