Date,Time,ms,LEVEL,TEMPERATURE,
7/11/2019,4:44:31 AM,0,-0.0138,2.413,7/11/19 04:44:31
7/11/2019,4:59:31 AM,0,-0.0104,2.403,7/11/19 04:59:31
7/11/2019,5:14:31 AM,0,-0.0092,2.444,7/11/19 05:14:31
7/11/2019,5:29:31 AM,0,-0.0103,2.464,7/11/19 05:29:31
7/11/2019,5:44:31 AM,0,-0.0116,2.393,7/11/19 05:44:31
7/11/2019,5:59:31 AM,0,-0.0093,2.391,7/11/19 05:59:31
7/11/2019,6:14:31 AM,0,-0.0139,2.403,7/11/19 06:14:31
7/11/2019,6:29:31 AM,0,-0.0108,2.364,7/11/19 06:29:31
7/11/2019,6:44:31 AM,0,-0.0117,2.288,7/11/19 06:44:31
7/11/2019,6:59:31 AM,0,-0.009,2.27,7/11/19 06:59:31
7/11/2019,7:14:31 AM,0,-0.0072,2.365,7/11/19 07:14:31
7/11/2019,7:29:31 AM,0,-0.0096,2.205,7/11/19 07:29:31
7/11/2019,7:44:31 AM,0,-0.0055,5.771,7/11/19 07:44:31
7/11/2019,7:59:31 AM,0,-0.0036,7.303,7/11/19 07:59:31
7/11/2019,8:14:31 AM,0,0.0002,8.607,7/11/19 08:14:31
7/11/2019,8:29:31 AM,0,-0.0028,9.245,7/11/19 08:29:31
7/11/2019,8:44:31 AM,0,0.0003,9.65,7/11/19 08:44:31
7/11/2019,8:59:31 AM,0,-0.0001,9.756,7/11/19 08:59:31
7/11/2019,9:14:31 AM,0,0.0008,9.394,7/11/19 09:14:31
7/11/2019,9:29:31 AM,0,0.0005,8.87,7/11/19 09:29:31
7/11/2019,9:44:31 AM,0,0.0002,8.426,7/11/19 09:44:31
7/11/2019,9:59:31 AM,0,-0.0048,8.236,7/11/19 09:59:31
7/11/2019,10:14:31 AM,0,-0.0029,8.868,7/11/19 10:14:31
7/11/2019,10:29:31 AM,0,-0.002,9.527,7/11/19 10:29:31
7/11/2019,10:44:31 AM,0,-0.0032,10.094,7/11/19 10:44:31
7/11/2019,10:59:31 AM,0,-0.0011,10.633,7/11/19 10:59:31
7/11/2019,11:14:31 AM,0,0.0015,11.109,7/11/19 11:14:31
7/11/2019,11:29:31 AM,0,0.0019,11.352,7/11/19 11:29:31
