Date,Time,ms,LEVEL (Kpa),TEMPERATURE ©,Combine
7/15/2019,11:30:00 PM,0,2.4198,4.221,7/15/19 23:30:00
7/15/2019,11:45:00 PM,0,2.4162,4.21,7/15/19 23:45:00
7/16/2019,12:00:00 AM,0,2.4037,4.19,7/16/19 00:00:00
7/16/2019,12:15:00 AM,0,2.3917,4.155,7/16/19 00:15:00
7/16/2019,12:30:00 AM,0,2.3723,4.11,7/16/19 00:30:00
7/16/2019,12:45:00 AM,0,2.3581,4.05,7/16/19 00:45:00
7/16/2019,1:00:00 AM,0,2.3526,4.003,7/16/19 01:00:00
7/16/2019,1:15:00 AM,0,2.3321,3.938,7/16/19 01:15:00
7/16/2019,1:30:00 AM,0,2.3197,3.859,7/16/19 01:30:00
7/16/2019,1:45:00 AM,0,2.3069,3.78,7/16/19 01:45:00
7/16/2019,2:00:00 AM,0,2.3076,3.72,7/16/19 02:00:00
7/16/2019,2:15:00 AM,0,2.3015,3.661,7/16/19 02:15:00
7/16/2019,2:30:00 AM,0,2.2885,3.579,7/16/19 02:30:00
7/16/2019,2:45:00 AM,0,2.2776,3.521,7/16/19 02:45:00
7/16/2019,3:00:00 AM,0,2.2609,3.466,7/16/19 03:00:00
7/16/2019,3:15:00 AM,0,2.2493,3.419,7/16/19 03:15:00
7/16/2019,3:30:00 AM,0,2.2436,3.356,7/16/19 03:30:00
7/16/2019,3:45:00 AM,0,2.2275,3.303,7/16/19 03:45:00
7/16/2019,4:00:00 AM,0,2.2075,3.261,7/16/19 04:00:00
7/16/2019,4:15:00 AM,0,2.1952,3.216,7/16/19 04:15:00
7/16/2019,4:30:00 AM,0,2.1759,3.155,7/16/19 04:30:00
7/16/2019,4:45:00 AM,0,2.1711,3.105,7/16/19 04:45:00
7/16/2019,5:00:00 AM,0,2.15,3.091,7/16/19 05:00:00
