Plot Title: LUXabajo_04,,,,,,,
#,"Date Time, GMT-05:00","Temp, °C (LGR S/N: 10801154, SEN S/N: 10801154, LBL: Blue)","Intensity, Lux (LGR S/N: 10801154, SEN S/N: 10801154)",Coupler Attached (LGR S/N: 10801154),Host Connected (LGR S/N: 10801154),Stopped (LGR S/N: 10801154),End Of File (LGR S/N: 10801154)
89,6/10/2021 10:00,8.182,7233.4,,,,
90,6/10/2021 10:15,8.382,11711.2,,,,
91,6/10/2021 10:30,8.581,16533.4,,,,
92,6/10/2021 10:45,9.077,23422.4,,,,
93,6/10/2021 11:00,10.944,57867,,,,
94,6/10/2021 11:15,11.819,198401.3,,,,
95,6/10/2021 11:30,12.207,115734.1,,,,
96,6/10/2021 11:45,11.819,14466.8,,,,
97,6/10/2021 12:00,10.553,26178,,,,
98,6/10/2021 12:15,10.651,82667.2,,,,
99,6/10/2021 12:30,10.455,28933.5,,,,
100,6/10/2021 12:45,10.455,8611.2,,,,
101,6/10/2021 13:00,10.553,6544.5,,,,
102,6/10/2021 13:15,10.748,10333.4,,,,
103,6/10/2021 13:30,10.748,731.9,,,,
104,6/10/2021 13:45,10.748,398.3,,,,
105,6/10/2021 14:00,10.651,678.1,,,,
106,6/10/2021 14:15,10.553,484.4,,,,
107,6/10/2021 14:30,10.553,495.1,,,,
108,6/10/2021 14:45,10.455,398.3,,,,
109,6/10/2021 15:00,10.455,344.4,,,,
110,6/10/2021 15:15,10.455,398.3,,,,
111,6/10/2021 15:30,10.455,344.4,,,,
112,6/10/2021 15:45,10.357,139.9,,,,
113,6/10/2021 16:00,10.161,731.9,,,,
114,6/10/2021 16:15,9.965,1377.8,,,,
115,6/10/2021 16:30,9.866,1356.3,,,,
116,6/10/2021 16:45,9.866,1980.6,,,,
117,6/10/2021 17:00,9.768,2066.7,,,,
118,6/10/2021 17:15,9.669,279.9,,,,
119,6/10/2021 17:30,9.472,96.9,,,,
120,6/10/2021 17:45,9.472,75.3,,,,
121,6/10/2021 18:00,9.275,53.8,,,,
122,6/10/2021 18:15,9.176,21.5,,,,
123,6/10/2021 18:30,9.077,0,,,,
124,6/10/2021 18:45,8.978,0,,,,
125,6/10/2021 19:00,8.879,0,,,,
126,6/10/2021 19:15,8.779,0,,,,
127,6/10/2021 19:30,8.779,0,,,,
128,6/10/2021 19:45,8.68,0,,,,
129,6/10/2021 20:00,8.581,0,,,,
130,6/10/2021 20:15,8.581,0,,,,
131,6/10/2021 20:30,8.481,0,,,,
132,6/10/2021 20:45,8.481,0,,,,
133,6/10/2021 21:00,8.382,0,,,,
134,6/10/2021 21:15,8.382,0,,,,
135,6/10/2021 21:30,8.282,0,,,,
136,6/10/2021 21:45,8.282,0,,,,
137,6/10/2021 22:00,8.282,0,,,,
138,6/10/2021 22:15,8.282,0,,,,
139,6/10/2021 22:30,8.182,0,,,,
140,6/10/2021 22:45,8.082,0,,,,
141,6/10/2021 23:00,8.082,0,,,,
142,6/10/2021 23:15,7.983,0,,,,
143,6/10/2021 23:30,7.983,0,,,,
144,6/10/2021 23:45,7.882,0,,,,
145,6/11/2021 0:00,7.882,0,,,,
146,6/11/2021 0:15,7.782,0,,,,
147,6/11/2021 0:30,7.682,0,,,,
148,6/11/2021 0:45,7.582,0,,,,
149,6/11/2021 1:00,7.582,0,,,,
150,6/11/2021 1:15,7.481,0,,,,
151,6/11/2021 1:30,7.481,0,,,,
152,6/11/2021 1:45,7.481,0,,,,
153,6/11/2021 2:00,7.481,0,,,,
154,6/11/2021 2:15,7.381,0,,,,
155,6/11/2021 2:30,7.381,0,,,,
156,6/11/2021 2:45,7.28,0,,,,
157,6/11/2021 3:00,7.28,0,,,,
158,6/11/2021 3:15,7.179,0,,,,
159,6/11/2021 3:30,7.179,0,,,,
160,6/11/2021 3:45,7.079,0,,,,
161,6/11/2021 4:00,7.179,0,,,,
162,6/11/2021 4:15,7.179,0,,,,
163,6/11/2021 4:30,7.179,0,,,,
164,6/11/2021 4:45,7.079,0,,,,
165,6/11/2021 5:00,7.079,0,,,,
166,6/11/2021 5:15,7.079,0,,,,
167,6/11/2021 5:30,7.079,0,,,,
168,6/11/2021 5:45,6.978,0,,,,
169,6/11/2021 6:00,6.978,0,,,,
170,6/11/2021 6:15,6.877,21.5,,,,
171,6/11/2021 6:30,6.877,53.8,,,,
172,6/11/2021 6:45,6.877,96.9,,,,
173,6/11/2021 7:00,6.978,398.3,,,,
174,6/11/2021 7:15,7.079,1130.2,,,,
175,6/11/2021 7:30,7.179,1808.3,,,,
176,6/11/2021 7:45,7.179,1636.1,,,,
177,6/11/2021 8:00,7.28,1636.1,,,,
178,6/11/2021 8:15,7.28,1636.1,,,,
179,6/11/2021 8:30,7.28,1722.2,,,,
180,6/11/2021 8:45,7.28,1377.8,,,,
181,6/11/2021 9:00,7.28,1108.7,,,,
182,6/11/2021 9:15,7.28,366,,,,
183,6/11/2021 9:30,7.28,430.6,,,,
184,6/11/2021 9:45,7.28,882.6,,,,
185,6/11/2021 10:00,7.381,2411.1,,,,
186,6/11/2021 10:15,7.481,3961.1,,,,
187,6/11/2021 10:30,7.682,3616.7,,,,
188,6/11/2021 10:45,7.882,7233.4,,,,
189,6/11/2021 11:00,7.882,4305.6,,,,
190,6/11/2021 11:15,8.779,10677.8,,,,
191,6/11/2021 11:30,8.481,5511.1,,,,
192,6/11/2021 11:45,8.182,322.9,,,,
193,6/11/2021 12:00,8.282,624.3,,,,
194,6/11/2021 12:15,8.879,1808.3,,,,
195,6/11/2021 12:30,8.581,688.9,,,,
196,6/11/2021 12:45,8.68,861.1,,,,
197,6/11/2021 13:00,8.581,602.8,,,,
198,6/11/2021 13:15,8.481,366,,,,
199,6/11/2021 13:30,8.779,592,,,,
200,6/11/2021 13:45,8.68,441.3,,,,
201,6/11/2021 14:00,8.779,462.9,,,,
202,6/11/2021 14:15,9.077,882.6,,,,
203,6/11/2021 14:30,9.176,1119.5,,,,
204,6/11/2021 14:45,9.176,904.2,,,,
205,6/11/2021 15:00,9.373,904.2,,,,
206,6/11/2021 15:15,9.373,828.8,,,,
207,6/11/2021 15:30,9.176,301.4,,,,
208,6/11/2021 15:45,9.275,409,,,,
209,6/11/2021 16:00,8.978,139.9,,,,
210,6/11/2021 16:15,8.978,258.3,,,,
211,6/11/2021 16:30,8.68,64.6,,,,
212,6/11/2021 16:45,8.581,43.1,,,,
213,6/11/2021 17:00,8.581,10.8,,,,
214,6/11/2021 17:15,8.382,10.8,,,,
215,6/11/2021 17:30,8.382,0,,,,
216,6/11/2021 17:45,8.282,0,,,,
217,6/11/2021 18:00,8.082,0,,,,
218,6/11/2021 18:15,8.082,0,,,,
219,6/11/2021 18:30,8.082,0,,,,
220,6/11/2021 18:45,7.983,0,,,,
221,6/11/2021 19:00,7.882,0,,,,
222,6/11/2021 19:15,7.882,0,,,,
223,6/11/2021 19:30,7.782,0,,,,
224,6/11/2021 19:45,7.782,0,,,,
225,6/11/2021 20:00,7.782,0,,,,
226,6/11/2021 20:15,7.682,0,,,,
227,6/11/2021 20:30,7.682,0,,,,
228,6/11/2021 20:45,7.682,0,,,,
229,6/11/2021 21:00,7.582,0,,,,
230,6/11/2021 21:15,7.582,0,,,,
231,6/11/2021 21:30,7.582,0,,,,
232,6/11/2021 21:45,7.481,0,,,,
233,6/11/2021 22:00,7.481,0,,,,
234,6/11/2021 22:15,7.481,0,,,,
235,6/11/2021 22:30,7.381,0,,,,
236,6/11/2021 22:45,7.381,0,,,,
237,6/11/2021 23:00,7.381,0,,,,
238,6/11/2021 23:15,7.381,0,,,,
239,6/11/2021 23:30,7.28,0,,,,
240,6/11/2021 23:45,7.179,0,,,,
241,6/12/2021 0:00,7.079,0,,,,
242,6/12/2021 0:15,7.079,0,,,,
243,6/12/2021 0:30,7.079,0,,,,
244,6/12/2021 0:45,7.079,0,,,,
245,6/12/2021 1:00,7.079,0,,,,
246,6/12/2021 1:15,7.079,0,,,,
247,6/12/2021 1:30,7.079,0,,,,
248,6/12/2021 1:45,7.079,0,,,,
249,6/12/2021 2:00,7.079,0,,,,
250,6/12/2021 2:15,7.079,0,,,,
251,6/12/2021 2:30,6.978,0,,,,
252,6/12/2021 2:45,6.978,0,,,,
253,6/12/2021 3:00,6.978,0,,,,
254,6/12/2021 3:15,6.978,0,,,,
255,6/12/2021 3:30,6.978,0,,,,
256,6/12/2021 3:45,6.978,0,,,,
257,6/12/2021 4:00,6.978,0,,,,
258,6/12/2021 4:15,6.978,0,,,,
259,6/12/2021 4:30,6.978,0,,,,
260,6/12/2021 4:45,6.978,0,,,,
261,6/12/2021 5:00,6.978,0,,,,
262,6/12/2021 5:15,6.775,0,,,,
263,6/12/2021 5:30,6.877,0,,,,
264,6/12/2021 5:45,6.877,0,,,,
265,6/12/2021 6:00,6.775,0,,,,
266,6/12/2021 6:15,6.775,0,,,,
267,6/12/2021 6:30,6.877,0,,,,
268,6/12/2021 6:45,6.877,21.5,,,,
269,6/12/2021 7:00,6.877,43.1,,,,
270,6/12/2021 7:15,6.877,107.6,,,,
271,6/12/2021 7:30,6.978,150.7,,,,
272,6/12/2021 7:45,6.978,129.2,,,,
273,6/12/2021 8:00,7.079,215.3,,,,
274,6/12/2021 8:15,7.079,312.2,,,,
275,6/12/2021 8:30,7.079,215.3,,,,
276,6/12/2021 8:45,7.28,376.7,,,,
277,6/12/2021 9:00,7.381,645.8,,,,
278,6/12/2021 9:15,7.481,538.2,,,,
279,6/12/2021 9:30,7.582,538.2,,,,
280,6/12/2021 9:45,7.882,947.2,,,,
281,6/12/2021 10:00,7.882,699.7,,,,
282,6/12/2021 10:15,7.882,441.3,,,,
283,6/12/2021 10:30,7.882,333.7,,,,
284,6/12/2021 10:45,7.983,505.9,,,,
285,6/12/2021 11:00,7.983,624.3,,,,
286,6/12/2021 11:15,8.082,473.6,,,,
287,6/12/2021 11:30,8.282,462.9,,,,
288,6/12/2021 11:45,8.382,839.6,,,,
289,6/12/2021 12:00,8.282,688.9,,,,
290,6/12/2021 12:15,8.779,1334.7,,,,
291,6/12/2021 12:30,8.581,473.6,,,,
292,6/12/2021 12:45,8.481,355.2,,,,
293,6/12/2021 13:00,9.077,2152.8,,,,
294,6/12/2021 13:15,9.768,2152.8,,,,
295,6/12/2021 13:30,10.161,2755.6,,,,
296,6/12/2021 13:45,9.571,1001,,,,
297,6/12/2021 14:00,9.571,1259.4,,,,
298,6/12/2021 14:15,9.472,775,,,,
299,6/12/2021 14:30,9.472,678.1,,,,
300,6/12/2021 14:45,9.472,505.9,,,,
301,6/12/2021 15:00,9.472,452.1,,,,
302,6/12/2021 15:15,9.472,495.1,,,,
303,6/12/2021 15:30,9.472,581.3,,,,
304,6/12/2021 15:45,9.176,172.2,,,,
305,6/12/2021 16:00,9.275,355.2,,,,
306,6/12/2021 16:15,9.275,312.2,,,,
307,6/12/2021 16:30,9.275,258.3,,,,
308,6/12/2021 16:45,9.275,645.8,,,,
309,6/12/2021 17:00,9.176,505.9,,,,
310,6/12/2021 17:15,9.077,387.5,,,,
311,6/12/2021 17:30,8.879,21.5,,,,
312,6/12/2021 17:45,8.68,0,,,,
313,6/12/2021 18:00,8.581,0,,,,
314,6/12/2021 18:15,8.481,0,,,,
315,6/12/2021 18:30,8.382,0,,,,
316,6/12/2021 18:45,8.282,0,,,,
317,6/12/2021 19:00,8.282,0,,,,
318,6/12/2021 19:15,8.182,0,,,,
319,6/12/2021 19:30,8.182,0,,,,
320,6/12/2021 19:45,8.082,0,,,,
321,6/12/2021 20:00,7.983,0,,,,
322,6/12/2021 20:15,7.983,0,,,,
323,6/12/2021 20:30,7.882,0,,,,
324,6/12/2021 20:45,7.882,0,,,,
325,6/12/2021 21:00,7.882,0,,,,
326,6/12/2021 21:15,7.782,0,,,,
327,6/12/2021 21:30,7.782,0,,,,
328,6/12/2021 21:45,7.782,0,,,,
329,6/12/2021 22:00,7.682,0,,,,
330,6/12/2021 22:15,7.682,0,,,,
331,6/12/2021 22:30,7.682,0,,,,
332,6/12/2021 22:45,7.582,0,,,,
333,6/12/2021 23:00,7.582,0,,,,
334,6/12/2021 23:15,7.481,0,,,,
335,6/12/2021 23:30,7.481,0,,,,
336,6/12/2021 23:45,7.481,0,,,,
337,6/13/2021 0:00,7.381,0,,,,
338,6/13/2021 0:15,7.381,0,,,,
339,6/13/2021 0:30,7.381,0,,,,
340,6/13/2021 0:45,7.381,0,,,,
341,6/13/2021 1:00,7.481,0,,,,
342,6/13/2021 1:15,7.481,0,,,,
343,6/13/2021 1:30,7.481,0,,,,
344,6/13/2021 1:45,7.582,0,,,,
345,6/13/2021 2:00,7.481,0,,,,
346,6/13/2021 2:15,7.481,0,,,,
347,6/13/2021 2:30,7.381,0,,,,
348,6/13/2021 2:45,7.28,0,,,,
349,6/13/2021 3:00,7.179,0,,,,
350,6/13/2021 3:15,7.179,0,,,,
351,6/13/2021 3:30,7.079,0,,,,
352,6/13/2021 3:45,6.978,0,,,,
353,6/13/2021 4:00,6.877,0,,,,
354,6/13/2021 4:15,6.775,0,,,,
355,6/13/2021 4:30,6.674,0,,,,
356,6/13/2021 4:45,6.573,0,,,,
357,6/13/2021 5:00,6.573,0,,,,
358,6/13/2021 5:15,6.573,0,,,,
359,6/13/2021 5:30,6.573,0,,,,
360,6/13/2021 5:45,6.573,0,,,,
361,6/13/2021 6:00,6.573,0,,,,
362,6/13/2021 6:15,6.471,0,,,,
363,6/13/2021 6:30,6.573,0,,,,
364,6/13/2021 6:45,6.573,10.8,,,,
365,6/13/2021 7:00,6.573,32.3,,,,
366,6/13/2021 7:15,6.573,43.1,,,,
367,6/13/2021 7:30,6.573,75.3,,,,
368,6/13/2021 7:45,6.573,96.9,,,,
369,6/13/2021 8:00,6.573,96.9,,,,
370,6/13/2021 8:15,6.573,139.9,,,,
371,6/13/2021 8:30,6.674,107.6,,,,
372,6/13/2021 8:45,6.674,258.3,,,,
373,6/13/2021 9:00,6.775,215.3,,,,
374,6/13/2021 9:15,6.877,183,,,,
375,6/13/2021 9:30,6.877,441.3,,,,
376,6/13/2021 9:45,6.978,344.4,,,,
377,6/13/2021 10:00,7.179,312.2,,,,
378,6/13/2021 10:15,7.179,581.3,,,,
379,6/13/2021 10:30,7.381,1248.6,,,,
380,6/13/2021 10:45,7.582,2325,,,,
381,6/13/2021 11:00,7.682,1194.8,,,,
382,6/13/2021 11:15,7.882,1151.7,,,,
383,6/13/2021 11:30,7.983,2152.8,,,,
384,6/13/2021 11:45,8.282,3444.5,,,,
385,6/13/2021 12:00,8.68,6544.5,,,,
386,6/13/2021 12:15,9.176,12400.1,,,,
387,6/13/2021 12:30,9.571,28933.5,,,,
388,6/13/2021 12:45,9.571,1722.2,,,,
389,6/13/2021 13:00,9.669,3444.5,,,,
390,6/13/2021 13:15,9.866,2755.6,,,,
391,6/13/2021 13:30,10.063,1808.3,,,,
392,6/13/2021 13:45,10.259,1980.6,,,,
393,6/13/2021 14:00,10.357,3100,,,,
394,6/13/2021 14:15,10.455,2755.6,,,,
395,6/13/2021 14:30,10.553,1636.1,,,,
396,6/13/2021 14:45,10.553,430.6,,,,
397,6/13/2021 15:00,10.455,635.1,,,,
398,6/13/2021 15:15,10.455,1054.9,,,,
399,6/13/2021 15:30,10.357,818.1,,,,
400,6/13/2021 15:45,10.259,419.8,,,,
401,6/13/2021 16:00,10.161,355.2,,,,
402,6/13/2021 16:15,10.063,398.3,,,,
403,6/13/2021 16:30,9.965,516.7,,,,
404,6/13/2021 16:45,9.866,452.1,,,,
405,6/13/2021 17:00,9.768,312.2,,,,
406,6/13/2021 17:15,9.669,344.4,,,,
407,6/13/2021 17:30,9.571,129.2,,,,
408,6/13/2021 17:45,9.571,32.3,,,,
409,6/13/2021 18:00,9.472,21.5,,,,
410,6/13/2021 18:15,9.373,0,,,,
411,6/13/2021 18:30,9.275,0,,,,
412,6/13/2021 18:45,9.176,0,,,,
413,6/13/2021 19:00,9.176,0,,,,
414,6/13/2021 19:15,9.077,0,,,,
415,6/13/2021 19:30,8.978,0,,,,
416,6/13/2021 19:45,8.978,0,,,,
417,6/13/2021 20:00,8.879,0,,,,
418,6/13/2021 20:15,8.779,0,,,,
419,6/13/2021 20:30,8.779,0,,,,
420,6/13/2021 20:45,8.68,0,,,,
421,6/13/2021 21:00,8.68,0,,,,
422,6/13/2021 21:15,8.68,0,,,,
423,6/13/2021 21:30,8.581,0,,,,
424,6/13/2021 21:45,8.581,0,,,,
425,6/13/2021 22:00,8.581,0,,,,
426,6/13/2021 22:15,8.481,0,,,,
427,6/13/2021 22:30,8.481,0,,,,
428,6/13/2021 22:45,8.382,0,,,,
429,6/13/2021 23:00,8.382,0,,,,
430,6/13/2021 23:15,8.282,0,,,,
431,6/13/2021 23:30,8.282,0,,,,
432,6/13/2021 23:45,8.282,0,,,,
433,6/14/2021 0:00,8.182,0,,,,
434,6/14/2021 0:15,8.182,0,,,,
435,6/14/2021 0:30,8.182,0,,,,
436,6/14/2021 0:45,8.182,0,,,,
437,6/14/2021 1:00,8.082,0,,,,
438,6/14/2021 1:15,8.082,0,,,,
439,6/14/2021 1:30,8.082,0,,,,
440,6/14/2021 1:45,8.082,0,,,,
441,6/14/2021 2:00,7.983,0,,,,
442,6/14/2021 2:15,7.983,0,,,,
443,6/14/2021 2:30,7.983,0,,,,
444,6/14/2021 2:45,7.983,0,,,,
445,6/14/2021 3:00,7.882,0,,,,
446,6/14/2021 3:15,7.882,0,,,,
447,6/14/2021 3:30,7.882,0,,,,
448,6/14/2021 3:45,7.882,0,,,,
449,6/14/2021 4:00,7.782,0,,,,
450,6/14/2021 4:15,7.782,0,,,,
451,6/14/2021 4:30,7.782,0,,,,
452,6/14/2021 4:45,7.782,0,,,,
453,6/14/2021 5:00,7.782,0,,,,
454,6/14/2021 5:15,7.782,0,,,,
455,6/14/2021 5:30,7.682,0,,,,
456,6/14/2021 5:45,7.682,0,,,,
457,6/14/2021 6:00,7.682,0,,,,
458,6/14/2021 6:15,7.682,0,,,,
459,6/14/2021 6:30,7.682,0,,,,
460,6/14/2021 6:45,7.582,10.8,,,,
461,6/14/2021 7:00,7.682,53.8,,,,
462,6/14/2021 7:15,7.682,96.9,,,,
463,6/14/2021 7:30,7.682,139.9,,,,
464,6/14/2021 7:45,7.682,107.6,,,,
465,6/14/2021 8:00,7.782,129.2,,,,
466,6/14/2021 8:15,7.782,204.5,,,,
467,6/14/2021 8:30,7.882,387.5,,,,
468,6/14/2021 8:45,8.082,161.5,,,,
469,6/14/2021 9:00,8.182,409,,,,
470,6/14/2021 9:15,8.382,226,,,,
471,6/14/2021 9:30,8.481,430.6,,,,
472,6/14/2021 9:45,8.581,183,,,,
473,6/14/2021 10:00,8.779,452.1,,,,
474,6/14/2021 10:15,9.077,376.7,,,,
475,6/14/2021 10:30,9.472,430.6,,,,
476,6/14/2021 10:45,9.965,785.8,,,,
477,6/14/2021 11:00,10.553,1334.7,,,,
478,6/14/2021 11:15,11.431,7577.8,,,,
479,6/14/2021 11:30,12.11,9644.5,,,,
480,6/14/2021 11:45,12.013,13089,,,,
481,6/14/2021 12:00,12.013,1184,,,,
482,6/14/2021 12:15,11.431,570.5,,,,
483,6/14/2021 12:30,11.431,947.2,,,,
484,6/14/2021 12:45,11.528,269.1,,,,
485,6/14/2021 13:00,11.625,495.1,,,,
486,6/14/2021 13:15,11.431,312.2,,,,
487,6/14/2021 13:30,11.528,688.9,,,,
488,6/14/2021 13:45,11.819,1808.3,,,,
489,6/14/2021 14:00,11.625,1054.9,,,,
490,6/14/2021 14:15,11.431,183,,,,
491,6/14/2021 14:27,,,Logged,,,
492,6/14/2021 14:27,,,,Logged,,
493,6/14/2021 14:27,,,,,Logged,Logged
