Serial_number: 2020421,,,,
Date,Time,DateTime,LEVEL,TEMPERATURE
7/12/19,10:30:00 PM,07/12/19 22:30:00,64.0499,8.962
7/12/19,10:45:00 PM,07/12/19 22:45:00,64.0629,8.872
7/12/19,11:00:00 PM,07/12/19 23:00:00,64.0483,8.815
7/12/19,11:15:00 PM,07/12/19 23:15:00,64.0375,8.752
7/12/19,11:30:00 PM,07/12/19 23:30:00,64.0637,8.688
7/12/19,11:45:00 PM,07/12/19 23:45:00,64.0404,8.625
7/13/19,12:00:00 AM,07/13/19 00:00:00,64.0429,8.564
7/13/19,12:15:00 AM,07/13/19 00:15:00,64.0253,8.524
7/13/19,12:30:00 AM,07/13/19 00:30:00,64.0182,8.463
7/13/19,12:45:00 AM,07/13/19 00:45:00,64.0059,8.41
7/13/19,1:00:00 AM,07/13/19 01:00:00,64.0102,8.357
7/13/19,1:15:00 AM,07/13/19 01:15:00,63.9991,8.307
7/13/19,1:30:00 AM,07/13/19 01:30:00,63.9898,8.255
7/13/19,1:45:00 AM,07/13/19 01:45:00,63.9794,8.196
7/13/19,2:00:00 AM,07/13/19 02:00:00,63.9673,8.148
7/13/19,2:15:00 AM,07/13/19 02:15:00,63.9506,8.096
7/13/19,2:30:00 AM,07/13/19 02:30:00,63.9356,8.057
7/13/19,2:45:00 AM,07/13/19 02:45:00,63.9346,8.004
7/13/19,3:00:00 AM,07/13/19 03:00:00,63.9283,7.951
7/13/19,3:15:00 AM,07/13/19 03:15:00,63.9681,7.87
7/13/19,3:30:00 AM,07/13/19 03:30:00,63.9417,7.752
7/13/19,3:45:00 AM,07/13/19 03:45:00,63.9271,7.704
7/13/19,4:00:00 AM,07/13/19 04:00:00,63.9172,7.649
7/13/19,4:15:00 AM,07/13/19 04:15:00,63.9418,7.591
7/13/19,4:30:00 AM,07/13/19 04:30:00,63.9358,7.54
7/13/19,4:45:00 AM,07/13/19 04:45:00,63.9504,7.493
7/13/19,5:00:00 AM,07/13/19 05:00:00,63.998,7.438
7/13/19,5:15:00 AM,07/13/19 05:15:00,64.0182,7.376
7/13/19,5:30:00 AM,07/13/19 05:30:00,64.0155,7.28
7/13/19,5:45:00 AM,07/13/19 05:45:00,64.0435,7.183
7/13/19,6:00:00 AM,07/13/19 06:00:00,64.0524,7.079
7/13/19,6:15:00 AM,07/13/19 06:15:00,64.0455,7.048
7/13/19,6:30:00 AM,07/13/19 06:30:00,64.0779,7.038
7/13/19,6:45:00 AM,07/13/19 06:45:00,64.0704,7.018
7/13/19,7:00:00 AM,07/13/19 07:00:00,64.1166,6.987
7/13/19,7:15:00 AM,07/13/19 07:15:00,64.1611,6.953
7/13/19,7:30:00 AM,07/13/19 07:30:00,64.174,6.94
7/13/19,7:45:00 AM,07/13/19 07:45:00,64.166,6.933
7/13/19,8:00:00 AM,07/13/19 08:00:00,64.1631,6.969
7/13/19,8:15:00 AM,07/13/19 08:15:00,64.2131,6.993
7/13/19,8:30:00 AM,07/13/19 08:30:00,64.2502,7.045
7/13/19,8:45:00 AM,07/13/19 08:45:00,64.2566,7.096
7/13/19,9:00:00 AM,07/13/19 09:00:00,64.2392,7.193
7/13/19,9:15:00 AM,07/13/19 09:15:00,64.2705,7.307
7/13/19,9:30:00 AM,07/13/19 09:30:00,64.243,7.396
7/13/19,9:45:00 AM,07/13/19 09:45:00,64.3126,7.524
7/13/19,10:00:00 AM,07/13/19 10:00:00,64.2755,7.685
7/13/19,10:15:00 AM,07/13/19 10:15:00,64.3447,7.811
7/13/19,10:30:00 AM,07/13/19 10:30:00,64.3265,7.88
7/13/19,10:45:00 AM,07/13/19 10:45:00,64.3323,7.981
7/13/19,11:00:00 AM,07/13/19 11:00:00,64.3192,8.159
7/13/19,11:15:00 AM,07/13/19 11:15:00,64.2703,8.536
7/13/19,11:30:00 AM,07/13/19 11:30:00,64.3902,8.723
7/13/19,11:45:00 AM,07/13/19 11:45:00,64.3285,8.797
7/13/19,12:00:00 PM,07/13/19 12:00:00,64.2819,8.928
7/13/19,12:15:00 PM,07/13/19 12:15:00,64.2988,9.237
7/13/19,12:30:00 PM,07/13/19 12:30:00,64.2828,9.394
7/13/19,12:45:00 PM,07/13/19 12:45:00,64.3303,9.647
7/13/19,1:00:00 PM,07/13/19 13:00:00,64.2827,9.805
7/13/19,1:15:00 PM,07/13/19 13:15:00,64.3073,9.915
7/13/19,1:30:00 PM,07/13/19 13:30:00,64.2615,10.076
7/13/19,1:45:00 PM,07/13/19 13:45:00,64.2158,10.178
7/13/19,2:00:00 PM,07/13/19 14:00:00,64.3129,10.515
7/13/19,2:15:00 PM,07/13/19 14:15:00,64.2633,10.698
7/13/19,2:30:00 PM,07/13/19 14:30:00,64.1025,10.793
7/13/19,2:45:00 PM,07/13/19 14:45:00,64.22,10.7
7/13/19,3:00:00 PM,07/13/19 15:00:00,64.1115,10.781
7/13/19,3:15:00 PM,07/13/19 15:15:00,64.1886,11.11
7/13/19,3:30:00 PM,07/13/19 15:30:00,64.2022,11.288
7/13/19,3:45:00 PM,07/13/19 15:45:00,64.1455,11.512
7/13/19,4:00:00 PM,07/13/19 16:00:00,64.1112,11.611
7/13/19,4:15:00 PM,07/13/19 16:15:00,64.1201,11.605
7/13/19,4:30:00 PM,07/13/19 16:30:00,64.1812,11.555
7/13/19,4:45:00 PM,07/13/19 16:45:00,64.1041,11.347
7/13/19,5:00:00 PM,07/13/19 17:00:00,64.1202,11.148
7/13/19,5:15:00 PM,07/13/19 17:15:00,64.2156,10.945
7/13/19,5:30:00 PM,07/13/19 17:30:00,64.1343,10.761
7/13/19,5:45:00 PM,07/13/19 17:45:00,64.1374,10.559
7/13/19,6:00:00 PM,07/13/19 18:00:00,64.1931,10.315
7/13/19,6:15:00 PM,07/13/19 18:15:00,64.1557,10.078
7/13/19,6:30:00 PM,07/13/19 18:30:00,64.1742,9.858
7/13/19,6:45:00 PM,07/13/19 18:45:00,64.1086,9.669
7/13/19,7:00:00 PM,07/13/19 19:00:00,64.203,9.517
7/13/19,7:15:00 PM,07/13/19 19:15:00,64.3059,9.398
7/13/19,7:30:00 PM,07/13/19 19:30:00,64.2575,9.247
7/13/19,7:45:00 PM,07/13/19 19:45:00,64.2361,9.134
7/13/19,8:00:00 PM,07/13/19 20:00:00,64.2463,9.002
7/13/19,8:15:00 PM,07/13/19 20:15:00,64.3238,8.887
7/13/19,8:30:00 PM,07/13/19 20:30:00,64.2287,8.793
7/13/19,8:45:00 PM,07/13/19 20:45:00,64.2746,8.7
7/13/19,9:00:00 PM,07/13/19 21:00:00,64.3228,8.598
7/13/19,9:15:00 PM,07/13/19 21:15:00,64.3129,8.516
7/13/19,9:30:00 PM,07/13/19 21:30:00,64.2792,8.433
7/13/19,9:45:00 PM,07/13/19 21:45:00,64.2547,8.353
7/13/19,10:00:00 PM,07/13/19 22:00:00,64.3166,8.283
7/13/19,10:15:00 PM,07/13/19 22:15:00,64.2484,8.218
7/13/19,10:30:00 PM,07/13/19 22:30:00,64.2891,8.151
7/13/19,10:45:00 PM,07/13/19 22:45:00,64.2272,8.085
7/13/19,11:00:00 PM,07/13/19 23:00:00,64.2738,8.019
7/13/19,11:15:00 PM,07/13/19 23:15:00,64.2535,7.959
7/13/19,11:30:00 PM,07/13/19 23:30:00,64.3116,7.91
7/13/19,11:45:00 PM,07/13/19 23:45:00,64.2247,7.835
7/14/19,12:00:00 AM,07/14/19 00:00:00,64.2995,7.746
7/14/19,12:15:00 AM,07/14/19 00:15:00,64.2669,7.673
7/14/19,12:30:00 AM,07/14/19 00:30:00,64.309,7.585
7/14/19,12:45:00 AM,07/14/19 00:45:00,64.2299,7.497
7/14/19,1:00:00 AM,07/14/19 01:00:00,64.2761,7.397
7/14/19,1:15:00 AM,07/14/19 01:15:00,64.2473,7.313
7/14/19,1:30:00 AM,07/14/19 01:30:00,64.2293,7.244
7/14/19,1:45:00 AM,07/14/19 01:45:00,64.1789,7.182
7/14/19,2:00:00 AM,07/14/19 02:00:00,64.2023,7.138
7/14/19,2:15:00 AM,07/14/19 02:15:00,64.2061,7.103
7/14/19,2:30:00 AM,07/14/19 02:30:00,64.1559,7.073
7/14/19,2:45:00 AM,07/14/19 02:45:00,64.1575,7.042
7/14/19,3:00:00 AM,07/14/19 03:00:00,64.1585,7.012
7/14/19,3:15:00 AM,07/14/19 03:15:00,64.1752,6.979
7/14/19,3:30:00 AM,07/14/19 03:30:00,64.2081,6.95
7/14/19,3:45:00 AM,07/14/19 03:45:00,64.2282,6.892
7/14/19,4:00:00 AM,07/14/19 04:00:00,64.1564,6.852
7/14/19,4:15:00 AM,07/14/19 04:15:00,64.1943,6.8
7/14/19,4:30:00 AM,07/14/19 04:30:00,64.2302,6.746
7/14/19,4:45:00 AM,07/14/19 04:45:00,64.1967,6.694
7/14/19,5:00:00 AM,07/14/19 05:00:00,64.2248,6.629
7/14/19,5:15:00 AM,07/14/19 05:15:00,64.1953,6.558
7/14/19,5:30:00 AM,07/14/19 05:30:00,64.2193,6.503
7/14/19,5:45:00 AM,07/14/19 05:45:00,64.2199,6.453
7/14/19,6:00:00 AM,07/14/19 06:00:00,64.2147,6.405
7/14/19,6:15:00 AM,07/14/19 06:15:00,64.242,6.343
7/14/19,6:30:00 AM,07/14/19 06:30:00,64.2695,6.284
7/14/19,6:45:00 AM,07/14/19 06:45:00,64.2913,6.238
7/14/19,7:00:00 AM,07/14/19 07:00:00,64.3177,6.214
7/14/19,7:15:00 AM,07/14/19 07:15:00,64.3256,6.197
7/14/19,7:30:00 AM,07/14/19 07:30:00,64.3398,6.229
7/14/19,7:45:00 AM,07/14/19 07:45:00,64.4058,6.236
7/14/19,8:00:00 AM,07/14/19 08:00:00,64.4593,6.161
7/14/19,8:15:00 AM,07/14/19 08:15:00,64.5039,6.078
7/14/19,8:30:00 AM,07/14/19 08:30:00,64.5529,6.07
7/14/19,8:45:00 AM,07/14/19 08:45:00,64.5579,6.04
7/14/19,9:00:00 AM,07/14/19 09:00:00,64.5981,5.956
7/14/19,9:15:00 AM,07/14/19 09:15:00,64.5914,5.769
7/14/19,9:30:00 AM,07/14/19 09:30:00,64.6267,5.678
7/14/19,9:45:00 AM,07/14/19 09:45:00,64.657,5.786
7/14/19,10:00:00 AM,07/14/19 10:00:00,64.7376,5.918
7/14/19,10:15:00 AM,07/14/19 10:15:00,64.8071,5.88
7/14/19,10:30:00 AM,07/14/19 10:30:00,64.8789,5.933
7/14/19,10:45:00 AM,07/14/19 10:45:00,65.0285,6.126
7/14/19,11:00:00 AM,07/14/19 11:00:00,65.0477,6.251
7/14/19,11:15:00 AM,07/14/19 11:15:00,65.1078,6.339
7/14/19,11:30:00 AM,07/14/19 11:30:00,65.4447,6.389
7/14/19,11:45:00 AM,07/14/19 11:45:00,65.4496,6.311
7/14/19,12:00:00 PM,07/14/19 12:00:00,65.595,6.531
7/14/19,12:15:00 PM,07/14/19 12:15:00,65.6052,6.7
7/14/19,12:30:00 PM,07/14/19 12:30:00,65.6897,6.76
7/14/19,12:45:00 PM,07/14/19 12:45:00,65.8265,6.858
7/14/19,1:00:00 PM,07/14/19 13:00:00,65.742,6.885
7/14/19,1:15:00 PM,07/14/19 13:15:00,65.7854,6.812
7/14/19,1:30:00 PM,07/14/19 13:30:00,65.9557,6.811
7/14/19,1:45:00 PM,07/14/19 13:45:00,66.1265,6.811
7/14/19,2:00:00 PM,07/14/19 14:00:00,65.9925,6.777
7/14/19,2:15:00 PM,07/14/19 14:15:00,66.0443,6.73
7/14/19,2:30:00 PM,07/14/19 14:30:00,65.9727,6.715
7/14/19,2:45:00 PM,07/14/19 14:45:00,65.8579,6.697
7/14/19,3:00:00 PM,07/14/19 15:00:00,65.7252,6.748
7/14/19,3:15:00 PM,07/14/19 15:15:00,65.6501,6.783
7/14/19,3:30:00 PM,07/14/19 15:30:00,65.6322,6.738
7/14/19,3:45:00 PM,07/14/19 15:45:00,65.4707,6.683
7/14/19,4:00:00 PM,07/14/19 16:00:00,65.4825,6.647
7/14/19,4:15:00 PM,07/14/19 16:15:00,65.3975,6.586
7/14/19,4:30:00 PM,07/14/19 16:30:00,65.2917,6.533
7/14/19,4:45:00 PM,07/14/19 16:45:00,65.2933,6.489
7/14/19,5:00:00 PM,07/14/19 17:00:00,65.2472,6.442
7/14/19,5:15:00 PM,07/14/19 17:15:00,65.3262,6.371
7/14/19,5:30:00 PM,07/14/19 17:30:00,65.2178,6.3
7/14/19,5:45:00 PM,07/14/19 17:45:00,65.2817,6.226
7/14/19,6:00:00 PM,07/14/19 18:00:00,65.2416,6.079
7/14/19,6:15:00 PM,07/14/19 18:15:00,65.2007,5.979
7/14/19,6:30:00 PM,07/14/19 18:30:00,65.1902,5.921
7/14/19,6:45:00 PM,07/14/19 18:45:00,65.2225,5.832
7/14/19,7:00:00 PM,07/14/19 19:00:00,65.1794,5.764
7/14/19,7:15:00 PM,07/14/19 19:15:00,65.0991,5.699
7/14/19,7:30:00 PM,07/14/19 19:30:00,65.1777,5.616
7/14/19,7:45:00 PM,07/14/19 19:45:00,65.1931,5.556
7/14/19,8:00:00 PM,07/14/19 20:00:00,65.1704,5.514
7/14/19,8:15:00 PM,07/14/19 20:15:00,65.1097,5.459
7/14/19,8:30:00 PM,07/14/19 20:30:00,65.0918,5.427
7/14/19,8:45:00 PM,07/14/19 20:45:00,65.0847,5.391
7/14/19,9:00:00 PM,07/14/19 21:00:00,65.1432,5.342
7/14/19,9:15:00 PM,07/14/19 21:15:00,65.0824,5.288
7/14/19,9:30:00 PM,07/14/19 21:30:00,65.0955,5.243
7/14/19,9:45:00 PM,07/14/19 21:45:00,65.127,5.209
7/14/19,10:00:00 PM,07/14/19 22:00:00,65.0513,5.153
7/14/19,10:15:00 PM,07/14/19 22:15:00,65.083,5.119
7/14/19,10:30:00 PM,07/14/19 22:30:00,65.0627,5.087
7/14/19,10:45:00 PM,07/14/19 22:45:00,65.0503,5.033
7/14/19,11:00:00 PM,07/14/19 23:00:00,65.1246,4.975
7/14/19,11:15:00 PM,07/14/19 23:15:00,65.0948,4.953
7/14/19,11:30:00 PM,07/14/19 23:30:00,65.0651,4.927
7/14/19,11:45:00 PM,07/14/19 23:45:00,65.0056,4.897
7/15/19,12:00:00 AM,07/15/19 00:00:00,64.9973,4.859
7/15/19,12:15:00 AM,07/15/19 00:15:00,64.985,4.822
7/15/19,12:30:00 AM,07/15/19 00:30:00,65.014,4.803
7/15/19,12:45:00 AM,07/15/19 00:45:00,65.011,4.756
7/15/19,1:00:00 AM,07/15/19 01:00:00,64.9885,4.678
7/15/19,1:15:00 AM,07/15/19 01:15:00,64.9841,4.577
7/15/19,1:30:00 AM,07/15/19 01:30:00,64.9296,4.567
7/15/19,1:45:00 AM,07/15/19 01:45:00,64.9392,4.558
7/15/19,2:00:00 AM,07/15/19 02:00:00,64.9203,4.547
7/15/19,2:15:00 AM,07/15/19 02:15:00,64.962,4.484
7/15/19,2:30:00 AM,07/15/19 02:30:00,64.9245,4.467
7/15/19,2:45:00 AM,07/15/19 02:45:00,64.8911,4.453
7/15/19,3:00:00 AM,07/15/19 03:00:00,64.9286,4.434
7/15/19,3:15:00 AM,07/15/19 03:15:00,64.9616,4.351
7/15/19,3:30:00 AM,07/15/19 03:30:00,64.9135,4.198
7/15/19,3:45:00 AM,07/15/19 03:45:00,64.9861,4.217
7/15/19,4:00:00 AM,07/15/19 04:00:00,64.8907,4.211
7/15/19,4:15:00 AM,07/15/19 04:15:00,64.9378,4.195
7/15/19,4:30:00 AM,07/15/19 04:30:00,64.9835,4.19
7/15/19,4:45:00 AM,07/15/19 04:45:00,64.9723,4.19
7/15/19,5:00:00 AM,07/15/19 05:00:00,65.0142,4.151
7/15/19,5:15:00 AM,07/15/19 05:15:00,64.9952,4.119
7/15/19,5:30:00 AM,07/15/19 05:30:00,65.0863,4.067
7/15/19,5:45:00 AM,07/15/19 05:45:00,65.1197,4.004
7/15/19,6:00:00 AM,07/15/19 06:00:00,65.0508,3.959
7/15/19,6:15:00 AM,07/15/19 06:15:00,65.1449,3.93
7/15/19,6:30:00 AM,07/15/19 06:30:00,65.1794,3.923
7/15/19,6:45:00 AM,07/15/19 06:45:00,65.1911,3.901
7/15/19,7:00:00 AM,07/15/19 07:00:00,65.1508,3.942
7/15/19,7:15:00 AM,07/15/19 07:15:00,65.1735,3.937
7/15/19,7:30:00 AM,07/15/19 07:30:00,65.2173,3.96
7/15/19,7:45:00 AM,07/15/19 07:45:00,65.2115,4.023
7/15/19,8:00:00 AM,07/15/19 08:00:00,65.2397,4.04
7/15/19,8:15:00 AM,07/15/19 08:15:00,65.2983,4.064
7/15/19,8:30:00 AM,07/15/19 08:30:00,65.3067,4.141
7/15/19,8:45:00 AM,07/15/19 08:45:00,65.2608,4.205
7/15/19,9:00:00 AM,07/15/19 09:00:00,65.241,4.364
7/15/19,9:15:00 AM,07/15/19 09:15:00,65.3049,4.478
7/15/19,9:30:00 AM,07/15/19 09:30:00,65.2548,4.564
7/15/19,9:45:00 AM,07/15/19 09:45:00,65.2918,4.573
7/15/19,10:00:00 AM,07/15/19 10:00:00,65.4133,4.617
7/15/19,10:15:00 AM,07/15/19 10:15:00,65.3656,4.604
7/15/19,10:30:00 AM,07/15/19 10:30:00,65.4209,4.655
7/15/19,10:45:00 AM,07/15/19 10:45:00,65.4265,4.645
7/15/19,11:00:00 AM,07/15/19 11:00:00,65.3529,4.816
7/15/19,11:15:00 AM,07/15/19 11:15:00,65.4691,4.926
7/15/19,11:30:00 AM,07/15/19 11:30:00,65.4262,5.065
7/15/19,11:45:00 AM,07/15/19 11:45:00,65.769,5.12
7/15/19,12:00:00 PM,07/15/19 12:00:00,65.6892,5.423
7/15/19,12:15:00 PM,07/15/19 12:15:00,65.7747,5.714
7/15/19,12:30:00 PM,07/15/19 12:30:00,65.7554,5.918
7/15/19,12:45:00 PM,07/15/19 12:45:00,65.6871,5.895
7/15/19,1:00:00 PM,07/15/19 13:00:00,65.6495,5.731
7/15/19,1:15:00 PM,07/15/19 13:15:00,65.8105,5.783
7/15/19,1:30:00 PM,07/15/19 13:30:00,65.8565,5.921
7/15/19,1:45:00 PM,07/15/19 13:45:00,65.9137,6.136
7/15/19,2:00:00 PM,07/15/19 14:00:00,66.0324,6.427
7/15/19,2:15:00 PM,07/15/19 14:15:00,65.6576,6.366
7/15/19,2:30:00 PM,07/15/19 14:30:00,65.7817,6.491
7/15/19,2:45:00 PM,07/15/19 14:45:00,65.7556,6.658
7/15/19,3:00:00 PM,07/15/19 15:00:00,65.5742,6.805
7/15/19,3:15:00 PM,07/15/19 15:15:00,65.3381,6.836
7/15/19,3:30:00 PM,07/15/19 15:30:00,65.4046,6.825
7/15/19,3:45:00 PM,07/15/19 15:45:00,65.3181,6.994
7/15/19,4:00:00 PM,07/15/19 16:00:00,65.3502,7.09
7/15/19,4:15:00 PM,07/15/19 16:15:00,65.3672,7.117
7/15/19,4:30:00 PM,07/15/19 16:30:00,65.4034,7.113
7/15/19,4:45:00 PM,07/15/19 16:45:00,65.338,7.127
7/15/19,5:00:00 PM,07/15/19 17:00:00,65.3171,7.265
7/15/19,5:15:00 PM,07/15/19 17:15:00,65.2603,7.274
7/15/19,5:30:00 PM,07/15/19 17:30:00,65.273,7.154
7/15/19,5:45:00 PM,07/15/19 17:45:00,65.2239,7.013
7/15/19,6:00:00 PM,07/15/19 18:00:00,65.1755,6.928
7/15/19,6:15:00 PM,07/15/19 18:15:00,65.229,6.786
7/15/19,6:30:00 PM,07/15/19 18:30:00,65.1026,6.641
7/15/19,6:45:00 PM,07/15/19 18:45:00,65.1561,6.491
7/15/19,7:00:00 PM,07/15/19 19:00:00,65.1129,6.332
7/15/19,7:15:00 PM,07/15/19 19:15:00,65.1203,6.256
7/15/19,7:30:00 PM,07/15/19 19:30:00,65.1516,6.163
7/15/19,7:45:00 PM,07/15/19 19:45:00,65.0863,6.018
7/15/19,8:00:00 PM,07/15/19 20:00:00,65.0959,5.928
7/15/19,8:15:00 PM,07/15/19 20:15:00,65.0486,5.804
7/15/19,8:30:00 PM,07/15/19 20:30:00,65.0376,5.625
7/15/19,8:45:00 PM,07/15/19 20:45:00,65.0021,5.455
7/15/19,9:00:00 PM,07/15/19 21:00:00,65.0203,5.306
7/15/19,9:15:00 PM,07/15/19 21:15:00,65.0268,5.233
7/15/19,9:30:00 PM,07/15/19 21:30:00,65.0258,5.145
7/15/19,9:45:00 PM,07/15/19 21:45:00,65.0316,4.992
7/15/19,10:00:00 PM,07/15/19 22:00:00,65.0159,4.847
7/15/19,10:15:00 PM,07/15/19 22:15:00,65.0501,4.698
7/15/19,10:30:00 PM,07/15/19 22:30:00,65.0639,4.56
7/15/19,10:45:00 PM,07/15/19 22:45:00,65.0402,4.466
7/15/19,11:00:00 PM,07/15/19 23:00:00,65.0502,4.41
7/15/19,11:15:00 PM,07/15/19 23:15:00,65.035,4.365
7/15/19,11:30:00 PM,07/15/19 23:30:00,65.0188,4.351
7/15/19,11:45:00 PM,07/15/19 23:45:00,64.9627,4.338
7/16/19,12:00:00 AM,07/16/19 00:00:00,65.0014,4.32
7/16/19,12:15:00 AM,07/16/19 00:15:00,65.03,4.291
7/16/19,12:30:00 AM,07/16/19 00:30:00,64.9478,4.246
7/16/19,12:45:00 AM,07/16/19 00:45:00,64.9873,4.187
7/16/19,1:00:00 AM,07/16/19 01:00:00,64.9739,4.14
7/16/19,1:15:00 AM,07/16/19 01:15:00,64.9074,4.079
7/16/19,1:30:00 AM,07/16/19 01:30:00,64.9377,3.998
7/16/19,1:45:00 AM,07/16/19 01:45:00,64.8618,3.925
7/16/19,2:00:00 AM,07/16/19 02:00:00,64.9028,3.855
7/16/19,2:15:00 AM,07/16/19 02:15:00,64.901,3.803
7/16/19,2:30:00 AM,07/16/19 02:30:00,64.8952,3.722
7/16/19,2:45:00 AM,07/16/19 02:45:00,64.8531,3.66
7/16/19,3:00:00 AM,07/16/19 03:00:00,64.859,3.606
7/16/19,3:15:00 AM,07/16/19 03:15:00,64.8487,3.558
7/16/19,3:30:00 AM,07/16/19 03:30:00,64.7849,3.497
7/16/19,3:45:00 AM,07/16/19 03:45:00,64.8171,3.441
7/16/19,4:00:00 AM,07/16/19 04:00:00,64.7901,3.399
7/16/19,4:15:00 AM,07/16/19 04:15:00,64.7816,3.357
7/16/19,4:30:00 AM,07/16/19 04:30:00,64.7315,3.298
7/16/19,4:45:00 AM,07/16/19 04:45:00,64.7675,3.24
7/16/19,5:00:00 AM,07/16/19 05:00:00,64.7604,3.224
7/16/19,5:15:00 AM,07/16/19 05:15:00,64.7811,3.2
7/16/19,5:30:00 AM,07/16/19 05:30:00,64.7371,3.183
7/16/19,5:45:00 AM,07/16/19 05:45:00,64.7626,3.153
7/16/19,6:00:00 AM,07/16/19 06:00:00,64.7593,3.132
7/16/19,6:15:00 AM,07/16/19 06:15:00,64.743,3.136
7/16/19,6:30:00 AM,07/16/19 06:30:00,64.7549,3.143
7/16/19,6:45:00 AM,07/16/19 06:45:00,64.766,3.161
7/16/19,7:00:00 AM,07/16/19 07:00:00,64.7732,3.18
7/16/19,7:15:00 AM,07/16/19 07:15:00,64.7767,3.207
7/16/19,7:30:00 AM,07/16/19 07:30:00,64.784,3.241
7/16/19,7:45:00 AM,07/16/19 07:45:00,64.8179,3.273
7/16/19,8:00:00 AM,07/16/19 08:00:00,64.8449,3.302
7/16/19,8:15:00 AM,07/16/19 08:15:00,64.8266,3.33
7/16/19,8:30:00 AM,07/16/19 08:30:00,64.8248,3.389
7/16/19,8:45:00 AM,07/16/19 08:45:00,64.8579,3.483
7/16/19,9:00:00 AM,07/16/19 09:00:00,64.8745,3.657
7/16/19,9:15:00 AM,07/16/19 09:15:00,64.8828,3.969
7/16/19,9:30:00 AM,07/16/19 09:30:00,64.915,4.243
7/16/19,9:45:00 AM,07/16/19 09:45:00,65.0073,4.46
7/16/19,10:00:00 AM,07/16/19 10:00:00,64.9528,4.532
7/16/19,10:15:00 AM,07/16/19 10:15:00,64.9702,4.643
7/16/19,10:30:00 AM,07/16/19 10:30:00,64.987,4.696
7/16/19,10:45:00 AM,07/16/19 10:45:00,65.0373,4.739
7/16/19,11:00:00 AM,07/16/19 11:00:00,64.9623,4.81
7/16/19,11:15:00 AM,07/16/19 11:15:00,64.9837,4.973
7/16/19,11:30:00 AM,07/16/19 11:30:00,64.9555,5.244
7/16/19,11:45:00 AM,07/16/19 11:45:00,64.9328,5.802
7/16/19,12:00:00 PM,07/16/19 12:00:00,64.8852,6.048
7/16/19,12:15:00 PM,07/16/19 12:15:00,64.8942,5.997
7/16/19,12:30:00 PM,07/16/19 12:30:00,64.8463,5.945
7/16/19,12:45:00 PM,07/16/19 12:45:00,64.8345,5.98
7/16/19,1:00:00 PM,07/16/19 13:00:00,64.8089,6.086
